timestamp,open,high,low,close,volume
2024-08-06 09:00:00,137.49,139.44,136.34,138.88,403745.271
2024-08-06 10:00:00,138.88,139.8,137.84,139.23,198341.695
2024-08-06 11:00:00,139.24,141.04,138.0,139.47,234511.007
2024-08-06 12:00:00,139.46,140.55,137.54,137.81,261018.525
2024-08-06 13:00:00,137.81,140.6,136.11,138.94,483609.112
2024-08-06 14:00:00,138.93,146.36,138.69,144.83,894876.994
2024-08-06 15:00:00,144.84,146.37,143.71,145.9,339737.134
2024-08-06 16:00:00,145.9,147.99,144.97,147.44,373424.692
2024-08-06 17:00:00,147.44,148.45,145.14,145.15,356541.781
2024-08-06 18:00:00,145.15,147.75,145.06,146.08,228798.045
2024-08-06 19:00:00,146.08,147.82,145.14,146.33,198833.692
2024-08-06 20:00:00,146.33,147.97,145.09,147.34,272726.285
2024-08-06 21:00:00,147.33,147.63,145.87,147.26,180315.504
2024-08-06 22:00:00,147.27,149.59,144.61,145.13,337052.217
2024-08-06 23:00:00,145.14,145.94,143.25,144.4,233370.14
2024-08-07 00:00:00,144.4,146.0,142.66,144.77,268280.266
2024-08-07 01:00:00,144.77,149.16,142.33,149.13,366753.231
2024-08-07 02:00:00,149.13,151.78,147.63,149.39,620508.094
2024-08-07 03:00:00,149.39,151.66,149.04,151.62,263571.952
2024-08-07 04:00:00,151.63,154.63,151.24,153.34,459645.126
2024-08-07 05:00:00,153.34,155.0,152.93,153.24,312816.552
2024-08-07 06:00:00,153.24,153.98,151.65,152.0,279152.064
2024-08-07 07:00:00,151.99,153.21,150.0,152.46,339500.384
2024-08-07 08:00:00,152.46,154.74,152.01,153.81,237270.578
2024-08-07 09:00:00,153.81,154.92,152.7,152.87,332264.268
2024-08-07 10:00:00,152.86,154.5,152.36,152.48,193803.064
2024-08-07 11:00:00,152.48,152.75,150.65,151.61,351322.421
2024-08-07 12:00:00,151.61,153.74,150.89,153.29,304596.764
2024-08-07 13:00:00,153.28,154.52,151.11,152.05,449206.08
2024-08-07 14:00:00,152.06,152.75,146.5,147.06,906055.169
2024-08-07 15:00:00,147.07,149.13,146.24,148.46,438524.05
2024-08-07 16:00:00,148.45,149.45,146.46,147.88,301998.559
2024-08-07 17:00:00,147.88,148.4,145.27,146.03,288423.228
2024-08-07 18:00:00,146.04,146.45,143.23,143.6,448168.864
2024-08-07 19:00:00,143.6,144.87,142.35,143.16,230796.008
2024-08-07 20:00:00,143.16,145.97,142.35,144.8,353282.853
2024-08-07 21:00:00,144.8,147.54,144.13,146.38,230659.091
2024-08-07 22:00:00,146.38,146.68,142.21,145.84,259940.055
2024-08-07 23:00:00,145.84,146.85,144.2,144.77,135768.866
2024-08-08 00:00:00,144.78,145.89,141.4,144.13,295461.346
2024-08-08 01:00:00,144.12,153.03,143.36,152.77,606972.249
2024-08-08 02:00:00,152.76,155.5,152.74,154.89,480982.992
2024-08-08 03:00:00,154.88,156.38,153.0,153.09,294175.376
2024-08-08 04:00:00,153.09,154.44,151.44,151.78,249735.905
2024-08-08 05:00:00,151.78,153.62,151.64,152.9,132689.763
2024-08-08 06:00:00,152.9,154.73,151.87,154.17,163071.725
2024-08-08 07:00:00,154.16,155.53,153.44,153.65,230104.652
2024-08-08 08:00:00,153.66,155.65,153.41,154.7,172198.594
2024-08-08 09:00:00,154.69,155.72,153.93,154.4,175479.652
2024-08-08 10:00:00,154.4,154.69,152.97,153.94,149226.164
2024-08-08 11:00:00,153.94,155.13,153.43,154.12,137676.158
2024-08-08 12:00:00,154.13,158.7,152.5,155.68,582885.168
2024-08-08 13:00:00,155.68,157.82,152.76,154.17,474053.979
2024-08-08 14:00:00,154.17,160.42,153.78,159.58,551070.952
2024-08-08 15:00:00,159.58,160.76,158.43,160.6,289326.08
2024-08-08 16:00:00,160.6,162.82,158.85,159.0,488884.228
2024-08-08 17:00:00,158.99,159.31,156.81,157.02,269546.17
2024-08-08 18:00:00,157.01,157.95,156.43,156.98,138485.728
2024-08-08 19:00:00,156.98,157.29,155.18,155.81,205486.565
2024-08-08 20:00:00,155.8,156.47,155.36,155.79,139385.456
2024-08-08 21:00:00,155.78,160.71,155.76,160.53,246988.363
2024-08-08 22:00:00,160.53,162.34,157.65,161.5,389701.809
2024-08-08 23:00:00,161.5,163.7,160.33,163.13,439544.886
2024-08-09 00:00:00,163.12,163.54,160.84,161.18,280176.983
2024-08-09 01:00:00,161.18,161.97,160.1,160.3,180174.032
2024-08-09 02:00:00,160.29,160.94,158.29,158.34,182861.943
2024-08-09 03:00:00,158.33,160.28,158.23,158.94,146257.295
2024-08-09 04:00:00,158.94,159.12,156.02,156.03,193692.111
2024-08-09 05:00:00,156.04,157.53,155.68,157.18,149612.921
2024-08-09 06:00:00,157.17,158.12,156.13,157.36,149993.121
2024-08-09 07:00:00,157.35,159.0,157.28,157.92,108493.875
2024-08-09 08:00:00,157.91,159.69,157.74,159.34,119049.8
2024-08-09 09:00:00,159.33,159.62,156.87,157.49,116524.058
2024-08-09 10:00:00,157.49,157.58,155.32,156.17,167140.941
2024-08-09 11:00:00,156.18,156.97,155.4,156.62,84181.997
2024-08-09 12:00:00,156.63,156.72,154.4,155.32,160933.701
2024-08-09 13:00:00,155.32,155.83,153.12,155.3,215808.942
2024-08-09 14:00:00,155.29,157.37,151.56,153.69,460172.533
2024-08-09 15:00:00,153.68,154.42,151.11,151.13,237053.999
2024-08-09 16:00:00,151.12,152.75,150.72,152.56,193588.641
2024-08-09 17:00:00,152.56,154.25,152.06,153.03,130736.159
